originalText,label_class,label
痔疮，肛门瘙痒，直肠也会发生坠痛，痔疮如何针灸？,方法,6
内痔中期需要手术吗？不手术如应如何治疗？,其他,2
我朋友患有肺气肿疾病，医生建议服用普米克令舒，普米克令舒治疗肺气肿效果如何呢？,适用症,14
肾阳虚能引起高血压吗,相关病症,12
病变？是不是需要经一部治疗？,其他,2
晚上睡不着白天不困该怎么办才好呢？孕期这样会不会影响肚子里的宝宝发育呀？,其他,2
脾胃虚会不会引起内分泌失调,治疗方法,8
气胸插管可以出院吗气胸没有大气泡三四天然后插管吗？气胸拆线后可以出院吗大管一公分气胸拆管后可以直接出院吗气胸大管一公分没有气泡四天可以拆管连线直接出院吗？,其他,2
脸上老是长痘痘，想请问一下是不是内分泌失调造成的？,其他,2
尿痛是什么原因呢,病因,10
脑出血后引起的坠积性肺炎要怎么办？,治疗方法,8
大夫您好，想向您咨询女性尿急尿频，次数多但尿量不多，是哪里出问题了呢,临床表现(病症表现),0
你好，强骨胶囊用于改善骨量减少的症状效果好吗？,适用症,14
小腹右下角疼有时还起了两个包各种胃肠检查都做了没有事是怎么回事,病因,10
晚上睡觉小腿肚子抽筋正常吗？觉得以前不怎么抽筋，怀孕后睡到半夜会抽筋醒。,临床表现(病症表现),0
颅内转移瘤怎么回事,定义,4
我得了高血压，吃盐酸贝那普利片可以不？有没有什么要注意的？,其他,2
小孩说话晚是什么原因啊？是不是智力不达标还是舌头有什么问题呢？,病因,10
肠胃是否有问题,治疗方法,8
吃什么药物对身体既没害又能根治慢性直肠炎？,其他,2
"小腹痛，有点想吐,还有点尿道出血",其他,2
妈妈今年体检才发现血压偏高，买了血塞通分散片，听说管用？是吗？,适用症,14
直肠脱垂最好的治疗方法是什么？,治疗方法,8
据说角鲨烯胶丸能治疗糖尿病心脏病，静脉曲张，，是吗还能治疗关节炎脑中风等？是吗,其他,2
我有糖尿病3年了，其它药物效果都不大，玉兰降糖胶囊好吗？会不会是假药呢？,其他,2
哮喘需要住院吗？,化验/体检方案,3
复方丹参片专门用于治疗什么症状的，适应什么人群，如何服用，有什么禁忌没,其他,2
一岁半小孩腹泻怎么办,治疗方法,8
内痔中期需要手术吗？不手术如应如何治疗？,其他,2
肛门坠痛，便细，是直肠炎还是痔疮的表现？,病因,10
孕晚期我晚上睡觉总是睡不着怎么办？预产期马上来临了，很期盼孩子的降临。有办法很快入睡吗？,治疗方法,8
我女儿4岁，游离三碘甲状腺原氨酸略高？不知什么原因？,临床表现(病症表现),0
甘油三脂达到了42应该怎么办？会有什么危害发生？,病症禁忌,11
请问一下得了良性的血管瘤，有什么偏方可以治疗吗？效果怎样？内蒙古婴儿的血管瘤初期治疗多少钱？,其他,2
做心电图和动态心电图都是心律过缓，偶尔有时头晕点，还胸闷气短，还有胸口好像刺痛,其他,2
胃肠胀气怎么办,治疗方法,8
老婆最近出去旅游回来，总觉得自己的右手感觉很麻，怀疑出去累着了，前天开始觉得自己的右胸痛，请问，右胸痛手麻怎么办？,治疗方法,8
2个月婴儿得了血管瘤，血管瘤长在孩子的身上，有明显的凸起，内蒙古婴儿的血管瘤在医院找哪个科？,所属科室,5
患肺气肿十多年，最近几年老感冒，请问该如何是好啊？怎么好,治疗方法,8
儿子患了直肠脱垂，没有血，内服外敷五倍子没效，越来越严重，5厘米伴血，肛门有水外漏，如何治疗？,治疗方法,8
你好，我想大概问一下啊我听到街坊们说对于糖尿病来说阿卡波糖片，这个药有吗？,其他,2
左边肚子疼，疼了半天了，拉肚子拉了两天,其他,2
患病几年我也不清楚，不到一岁的时候高烧好几天不退，后来退了之后有三个月左右，孩子老是翻白眼，一开始以为他不舒服，后来一岁多会走路时，老是发愣，有时候突然坐地上了，脸蜡黄，有点抽搐的样子。一开始没怎么在意。知道去年，孩子口吐白沫，全身抽搐才发现孩子是有病，去医院说是癫痫。请问该怎么治疗才好呢？,治疗方法,8
求治疗慢性支气管炎的偏方,治疗方法,8
我想咨询一下，我的手掌和手指都脱皮了，是不是缺少了什么维生素之类的呢？,病因,10
女、六个半月！脚趾上有块血管瘤！上你们医院打了两针了！我准备又上你们医院去冶疗！我想知道有没有什么方法可以一次冶疗好，内蒙古婴儿脚趾的血管瘤怎么治好？,治疗方法,8
宝宝两个月了老是拉肚子怎么办？,治疗方法,8
我想请问一下，最近总是尿频，尿痛小腹胀痛是怎麽回事,临床表现(病症表现),0
藏药七十味珍珠丸对治疗脑血管狭窄脑梗死适应吗?,适用症,14
得了急性心包炎，整天都会胸口疼，而且身体越来越差，也不想吃饭，偶尔身体还会发热，吃不好也睡不好，很难受。请问急性心包炎能治好吗？,治疗方法,8
脑梗3个月了，这3个月一直用的是那远程缺血预适应训练仪脑心健，现在情况都消失，头晕也改善了，这是什么原理？,病因,10
外婆一直都有高血压，昨天突然晕倒在家里，幸亏我舅及时送往医院，医生说外婆心脏扩大导致心功能降低，还在抢救中，我想问一下心脏扩大导致心功能降低还有救吗？,治愈率,7
5个月宝宝连续两周拉肚子怎么办？,治疗方法,8
我两个月前因为晚上睡不着觉，而且每天总是坐立不安，后来被查出甲亢，昨天又因为胸口疼去了医院，医生说是甲亢性心脏病，我就想问，甲亢性心脏病多久能治好？,治愈率,7
我服用了之后胖了十几斤的，就想知道停掉它会变瘦吗？,其他,2
如何预防颅骨骨膜窦,预防,15
什么是蔓状血管瘤,定义,4
我患有心脏病，不知道可不可以吃鹿胎膏呢？服用期间禁服什么食品，求解答,病症禁忌,11
肛门口翻出来，里面有硬块。是什么？怎么回事？,病因,10
请问宝宝便秘怎么办呢,治疗方法,8
我想请问一下，阴茎发痒，刺痛，排尿时刺痛，并有异味,其他,2
痔疮几年了，偶尔便血，变得严重，痔疮患者要做什么运动减轻疼痛？,方法,6
省直辖县级行政单位治疗脑瘫哪个医院好？,其他,2
白芍总苷胶囊治疗类风湿关节炎的效果怎么样呢,适用症,14
请问小便有血是怎么回事,临床表现(病症表现),0
早搏16000二联110现在吃胺碘酮，和稳心颗粒，以前没有吃药的时候没有感觉胸脯疼，现在吃药反而觉得胸脯疼，,临床表现(病症表现),0
痔疮手术后10天了，混合痣，术后有小肉出来，不成团，说是血栓，打麻药摘除了血栓，第二天出院了，现在又有一点肉，旁边有小孔，严重吗？还要每天上药栓吗？,其他,2
肠癌发病上升的原因有哪些,病因,10
下坠感，腹泻交替，腹痛，用过理气舒肠方的中药还不错，没坚持，有什么其他方法治疗？,治疗方法,8
我检查出甲状腺肿大，朋友建议我服用丙基硫氧嘧啶这个药，可以治疗吗？需要服用多久起效？,其他,2
心绞痛为什么会引起腹痛？,相关病症,12
前两天我的母亲，因为急性心肌梗塞住院了。我觉得她平时身体挺硬朗的。也没发现有什么不对劲儿。突然得了这个病，我想知道急性心肌梗塞最早出现的症状有哪些？,临床表现(病症表现),0
直肠内离肛门1.5厘米处有硬块，玉米粒，可滑动，有筋状的东西相连，这是什么症状？,病因,10
亚急性硬膜外血肿有哪些并发症吗,相关病症,12
最近经常咳嗽，流鼻涕眼泪。,临床表现(病症表现),0
做痔疮手排便疼吗,其他,2
老年人便秘的病因是什么,病因,10
尿频，尿急，小腹疼痛,临床表现(病症表现),0
舌头上血管瘤治疗费用贵吗,费用,13
您好！我爸爸七年前得过肺结核！在前几天突然咳血，血液量大，有血块！现在住院，八天了也没查出结果，做CT说可能继发结核，还有右肺下叶支扩，主治医生在给查现在没结果！又要做支气管镜，我爸吃饱饭后咳血更多，是不是与胃，消化道有关？,临床表现(病症表现),0
请问大夫，去年肛门发痒，没在意，今年偶然发现长了像肉刺一样的东东，请问是什么病情？,定义,4
软组织损伤是不是可以吃盘龙七片？,适用症,14
痰多喉咙痒轻微咳嗽,临床表现(病症表现),0
便血，直肠镜观看有肿瘤触，略硬，无腹痛，不厌食，肿瘤直径约3厘米，病理直肠恶性和良性肿瘤的表面有什么区别？,其他,2
医生我的了尿路感染那么在平时日常中会不会传染给家人？,传染性,1
两个月前去医院做了前列腺切除的手术，原本以为手术过后就可以结束以前的痛苦生活了，是不是扩张引起的,临床表现(病症表现),0
我想请问一下，小便后有血不痛不是月经，怎么办好呢,临床表现(病症表现),0
强迫症已经六年了，到现在还没有治愈，吃药都吃了三年了效果有，但是不可以长时间吃药的吧？,方法,6
先天性肺囊肿是什么病,定义,4
有痔疮，大便出血，肛门不舒服，性生活后不舒服，痔疮会不会影响到性生活？怎么治疗？,其他,2
脑血栓吃什么药能完全治愈？,适用症,14
怎么治疗闭合性脑外伤,化验/体检方案,3
病毒性感冒，一天到晚老是喊热，怎么了，这么冷的天，老是热,临床表现(病症表现),0
宝宝患有先天性心脏室间隔缺损能吃维生素D吗,治疗方法,8
尿道炎吃什么药好呢,治疗方法,8
尿道口有灼烧感是什么原因,病因,10
患有内痔，无血便，工作时走路有下坠感，大便时提肛有疼痛感，做过一次注射治疗，未服用过任何药物，应如何治疗？,治疗方法,8
格列齐特片是什么药？什么时候服用格列齐特片好？,其他,2
"术后五天仍有脱垂现象,建议做硬板凳十二小时，用高锰酸钾熏治、泡浴。换药将脱垂物塞进肛门。仍有水肿,这种情况手术有没有成功？",其他,2
我女儿怀孕6个多月了，今天做了心电图，显示窦性心动过缓，医生说没什么大问题，可我女儿还是很紧张，担心孩子会受影响，我想问一下孕妇发生窦性心动过缓怎么办呢？,治疗方法,8
现在又哩哩啦啦的来了点点，这样会是内分泌失调导致的不？,临床表现(病症表现),0
肛门下有一粒东西，擦到就痛。是痔疮吗？,定义,4
和稳心颗粒铺酶Q10能同服吗？还是最好服用比较好呢？,其他,2
我脚轻微骨折打石膏板一个月了，站的时间长了，还是有点肿碍事不，我想把石膏板去掉行不行,其他,2
你好，请问86岁高龄，有心梗的现象。请问可以用活心丸吧？效果好吗？,其他,2
肛门括约肌断裂并萎缩，能治治好吗？怎样治疗？,其他,2
痔疮肿了，出来回不去，严重吗？要手术吗？,其他,2
爸爸本身就有支气管扩张的疾病，而且经常咳嗽，吃一些药物，长期的治疗，本人身体也是比较虚弱，请问支气管扩张这种疾病会遗传吗？,传染性,1
"小孩子有血管瘤怎么办？,3个月前还是小红点，一直在长大，后来说是血管瘤，内蒙古婴儿治疗血管瘤要多少钱？",费用,13
刨妇产两个半月老是恶心还老是放屁拉不出屎来怎么回事,病因,10
弥漫性轴索损伤的病因是什么,病因,10
拉稀，一天几次，诊断是淋菌性直肠炎。淋菌性直肠炎有什么症状？,临床表现(病症表现),0
前两年有次大便后发现很多血，发现有内外痔，隔天没便血，也没发炎，这几年内痔一直没便血，上个月底突然又便血，大便完了会滴一些出来，晚上屁股还有点胀痛的感觉，只便了两天血，第二天起床就好了，可能是由于我吃了辣的，但这个月几乎不吃辛辣的，上厕所也比较规律，没有便秘，昨天又便血，有点拉肚子，拉完肚子之后滴血出来，血液鲜红，这是什么原因？应如何治疗？,其他,2
阿司匹林肠溶片(拜阿司匹灵)这个药合适吗，心肌梗死的情况有没有效果的,适用症,14
大便出血大概两个月，通过改善饮食和每天坐浴可以痊愈吗？不用药可以治疗内痔吗？如果用药用什么药？,其他,2
多饮多尿的病因排除糖尿病,其他,2
不同类型的肌无力症状表现有什么不同？,临床表现(病症表现),0
"大便时屁眼裂了,流血，用什么药？",治疗方法,8
失眠，心悸，烦躁易怒，性欲高，伴有腰膝酸软，腰痛，肾阳虚，,其他,2
左前降支中段70夹窄，左前降支中段重度肌桥，有高血压2级，心功能2级，左胸痛，走l5分钟路就要休息，天冷时更是走不多久，特怕冷，请问我这种病如何治疗，谢谢,临床表现(病症表现),0
乙状结肠和直肠炎充血水肿，求好的治疗方子,治疗方法,8
冠心病怎么治疗，能治好吗,其他,2
主动脉根部瘤术后，我晚上睡觉的质量就一直都不好，吃饭也感觉没有味道，乏力等等。,临床表现(病症表现),0
我手上长出一块白色的斑点已经三个月时间了，最开始就是有点痒，用了些药水，治疗了一段时间，也没当回事，后来发现白斑还会长大，我就去医院检查了，医生说是白癜风。,临床表现(病症表现),0
肺性脑病预后好吗？,治愈率,7
我现在查出有慢阻肺，但是属于比较轻的，还有可能治好吗？,治愈率,7
本人之前查出有哮喘，后来在医院治疗一段时间没什么效果，那医生还说哮喘没法治，我现在想问哮喘能治愈吗？,治愈率,7
怎样区分声音嘶哑是喉癌还是咽喉炎,临床表现(病症表现),0
一直以来我都患有冠心病，前不久我觉得最近我总是头晕，时不时还会觉得胸口疼，去医院做了检查，被告知我患上了不稳定性心绞痛，请问，冠心病引起不稳定性心绞痛的治疗方案是什么？,治疗方法,8
哪些情况会引起尿路狭窄？,病因,10
频发室性早搏是严重的病吗？吃益气复脉胶囊可以治愈吗？,其他,2
我想请问一下，医生开了保和丸，效果不明显，怎么办好呢,适用症,14
这几天总是感觉胸闷，去去街里人多的时候都感觉提不上来气，就去检查了，医生说我是心包积液，想问心包积液的症状是什么？,临床表现(病症表现),0
血压低会有心脏病吗,相关病症,12
得了慢性支气管炎有好几年了，每次都是发病后吃点药就好了，但是却总是会复发。请问怎么治疗慢性支气管炎比较好？,化验/体检方案,3
吃完药就可以吃饭吗？糖尿病除了打胰岛素吃药可以吗医生谢了,其他,2
2个多月宝宝便秘怎么办？,治疗方法,8
拍了CT说肺上没事，很干净，说是肝钙化，但是我这咳嗽就是不好，，特别躺下,临床表现(病症表现),0
一般的心肌梗死、心房颤动症状，应该服用什么药物治疗的效果比较明显的?,治疗方法,8
有什么药物可以有效的治好溃疡性结肠炎，结肠息肉病吗,治疗方法,8
你好，我想请问下房颤心率可以吃参茸鞭丸吗？可以给我解答下吗？谢谢,治疗方法,8
开放性颅脑损伤易发人群有哪些,其他,2
强迫症能成为正常人吗,治愈率,7
多年的外痔怎么能根治？,治疗方法,8
聚维酮碘乳膏多少钱？有什么好的治疗方法或者药物偏方吗？,其他,2
微波、直肠中药灌注、直肠固态源60分钟治疗有没有用？,其他,2
神经性头痛一阵一阵的，还腹泻，扁桃体发炎，感觉上呼吸道感染了，咽口水都疼，但是没有咳嗽，没有流鼻涕，痰是黄色的,临床表现(病症表现),0
慢阻肺疾病有哪些预防措施？,预防,15
你好；请问奇正消痛贴膏的主治症状及成份分别有那些呢？,其他,2
您好，我想了解一下·有冠心病、心绞痛的人能服用通脉口服液吗？谢谢,适用症,14
请问固康四烯甲萘醌软胶囊主治功能是什么呢？有需注意的事项吗？,其他,2
强迫症过度联系怎么办,治疗方法,8
你好，晚上小便次数比较多是什么原因?怎样解决?最重要是效果要好，没什么多大副作用的。可以帮忙解答一下吗？谢谢,其他,2
我妈妈今年45岁，最近一个月出现失眠多梦.头昏头晕服用归脾丸能有效改善症状吗？,适用症,14
医生，你好，我想问一下，心梗患者能吃芪苈强心胶囊吗?,适用症,14
抑郁症是吃这个康弘盐酸文拉法辛缓释片,治疗方法,8
一个月前，偶有胸闷，深吸气气管有哮鸣音，10天前经常胸闷，深吸气气管有哮鸣音口服阿莫西林，甘草片，稍减轻，3天前加服氨茶碱片后胸闷减轻，气管哮鸣音消失，2天前出现左肩胛骨旁疼痛，胸闷，出汗，气管深吸气有哮鸣音（近2个月平均一天1.5盒烟，饮酒较多，体态偏胖）检查：血压120/95；肺部听诊有哮鸣音请问是高血压引起的心脏疾病？还是支气管炎引起的心脏疾病？确定疾病还需要做什么检查？,其他,2
突然感到一侧脸部，手脚麻木，吐字不清，一侧肢体无力，这种情况应该怎么治疗啊？,治疗方法,8
你好中风回春丸的脑梗死造成的肢体无有效吗有什么副作用没有？该病人有糖尿病和心脏病。,其他,2
家里老人60多岁，有高血压，但不严重，可单独服用非洛地平缓释片(Ⅱ)？效果如何？高血压(可单独使用或与其他抗高血压药物合并使用)。,其他,2
外痔是怎么治疗的？微创手术好吗？你们医院有吗？,其他,2
支气管扩张怎么办，而且痰带血,治疗方法,8
我想请问下这个偏头痛的预防性治疗吃点盐酸氟桂利嗪胶囊吗？我经常会头痛，一痛起来感觉像是要命一样。,治疗方法,8
如何治疗洁癖强迫症,治疗方法,8
我在周一十二點性愛了，晚上十一點吃的避孕药，周三晚上因為不放心，因為没流血，用验孕棒试了，显示沒怀，是正确的不？,其他,2
我的阴茎头上长了好多的小疙瘩，有时候很痒，但是用手碰就会感觉疼，到医院看了医生说我是性病生殖器疱疹，在医院治疗了一个星期，但是一点效果都没有，性病生殖器疱疹该怎么治好？,治疗方法,8
新生儿4天核磁双侧侧脑室前角旁点状t2flair像高信号是什么意思,定义,4
癫痫的医治并没有想象的那么难，绝大部分人都不会这么认为，也是很多的癫痫病病人医治都是失败的结果，然而癫痫病人也要晓得的就是在癫痫医治失眠的病因的中本人所占的因素占较大的部分，部分癫痫病病人在医治的期间关于一些禁忌或者在饮食上的护理都是不很在意,其他,2
如何治疗丘脑胶质瘤,治疗方法,8
听朋友说他被查出患了库欣综合征，这个病很少听说过，什么是库欣综合征？,定义,4
分泌物检查白细胞2十十卵磷脂2十十是什么意思,病因,10
孩孩子背部长的血管瘤怎么治疗，到那些医院治疗。现在孩子5月多点大，血管瘤有凸起，内蒙古婴儿后背血管瘤能治好吗？,治愈率,7
记忆力减退，抵抗力差，感觉整个人都不舒服了啊,其他,2
医生，你好！请问我的喉咙自从我上个月我父亲过逝了之后，一直嘶哑，喉咙干，不舒服，干咳。,临床表现(病症表现),0
好几天不停地打嗝，发热又不流汗，很痛苦,其他,2
生殖器疱疹复发频繁，请问中药能彻底根治吗？2013年感染，一直未治愈，每次发病擦点药膏，没用过其他药，,治疗方法,8
我刚被查出二尖瓣关闭不全时医生就和我说过，这个病最怕的就是心衰，我平时也特别注意观察，但自己也不是特别懂，就想问，二尖瓣关闭不全左心衰时有什么表现？,临床表现(病症表现),0
输尿管结石，经过手术后输尿管有残余一颗石头，肾里面还有积水估计与此结石有关，希望吃点药能治好。,治疗方法,8
我这几天突然出现了水肿、乏力等症状，有时候还比较严重，在医院检查之后说我是舒张性心力衰竭，请问舒张性心力衰竭是什么意思？,定义,4
一直都有痔疮，拉大便出来都有血出来，但不痛，昨天大便的时候出来很多血，走路都会痛，应如何治疗？,治疗方法,8
2岁的宝宝不愿吃饭怎么办,治疗方法,8
女儿屁眼有白色分泌物，洗了又有，是什么问题？怎么处理?,其他,2
达州治疗便秘哪个好，便秘应该吃什么药?,治疗方法,8
我的叔叔得了心房颤动，我陪他去过医院，医生对他进行听诊，说他的听诊有问题，请问心房颤动的听诊特点是什么？,临床表现(病症表现),0
食指血管瘤是什么,定义,4
那孕妇感冒了怎么办?,治疗方法,8
肛门痛是结肠癌的症状还是痔疮？结肠癌发病部位是哪里呀,其他,2
我前段时候极度乏力，还便秘。去医院检查是甲亢，而且我总感觉我得了甲亢性心脏病了，总是心悸，请问，甲亢会导致室性早搏吗？,相关病症,12
医生您好，我奶奶低血压特别严重，请问吃B12能不能有效缓解这种症状？,治疗方法,8
有针对降低压的药吗之前一直服药施惠达效果不好,适用症,14
医生给开的是硫酸氨基葡萄糖胶囊这个药，我想知道这个药治疗继发性骨关节炎怎么样？,适用症,14
糖尿病可不可以吃臌症丸,病症禁忌,11
擦伤伤口抹完碘伏发白有问题吗，可以抹百多邦吗,适用症,14
肛门有哪些特殊作用,其他,2
能否停用阿司匹林肠溶片和立普妥,其他,2
我想询问一下，这个丙戊酸钠缓释片对于神经性头疼有治疗作用吗？,适用症,14
蚌埠有治癫痫病的吗？？我哥在很小的时候就患上了癫痫病，据我妈说当时医生说我哥这种癫痫病属于原发型的癫痫病，最好用药物治疗，可是从那时吃药一直到现在情况并不好，每年都会发病个两三次，所以我爸想通过手术治疗来解决这个问题，但我还是有些担心，所以特来咨询这个病的最科学的治疗方法。,方法,6
我是一名实习护士，今天医生让我给一个窦性心动过缓的患者测心率，我记不清楚怎么判断了，我想问一下显著窦性心动过缓多少个呢？,临床表现(病症表现),0
里急后重严重，晚上去3次厕所，便量少;大便稀，没便血症状！肛门痛，小腹疼痛。情绪易激动，要吃些什么药？,治疗方法,8
癫痫病的严重性朋友们都了解，所以一旦发现有癫痫病的相似病情症状一定要尽快进行医治。而且要想进行癫痫病的医治只有做好癫痫顽固疾病的检查才能进行。所以做好癫痫病的检查检查十分重要。只有做好癫痫病检查，才能检查出详细病情状况，才能够进行下一步医治，从而让癫痫病病人得到良好的医治，取得优秀的效果。那么，癫痫病情都有些什么检查的项目?,化验/体检方案,3
去年感冒咳嗽严重，吃药不管用，过了夏天就不咳了，今年初夏又开始咳嗽，而且总是不由自主的想咳，总感觉有痰咳不出来，咳得嗓子疼，脑仁儿疼,临床表现(病症表现),0
怎么检查强迫症,治疗方法,8
心脏病血压低怎么办,临床表现(病症表现),0
最近不知道为什么，老是尿频，请问是怎么回事啊,临床表现(病症表现),0
苦柏洗液治宫颈时引起外痔可以用什么药？,适用症,14
肛门息肉不治自己会好吗？需要吃什么药吗,其他,2
这两个哪个的药性要比较好一点，有什么药物可以替代的呢？,其他,2
医生，你好，云南白药膏这个药糖尿病可以用吗，给点意见啊,适用症,14
癫痫，以前发作时完全不知道，都要到医院了才有感觉，而且事后浑身酸疼，没力气。现在我发病自己有点儿感觉，发完后浑身也没那么疼了，这种症状是不是好转了,临床表现(病症表现),0
1岁宝宝能不能擦麝香祛风湿油？会对宝宝有不好的影响不！,其他,2
ciN3级锥切后ciN1在临床上的癌变时间要多长时间？还能活多久？,其他,2
孕37周，有时会有小腹痛，怎么..,治疗方法,8
少量便血，是家族性结肠息肉的病症，还有什么其他的病症吗？应该如何治疗呢,其他,2
弥漫性轴索损伤有什么饮食禁忌？,病症禁忌,11
你好，医生，请解答下该药物治疗有哪些功效的？谢谢？,适用症,14
"检查发现孩子患有血管瘤，血管瘤长在脚趾上，有明显凸起，有什么治疗办法,内蒙古婴儿患有血管瘤要多少钱可以治？",费用,13
想了解一下：得了小儿支气管扩张怎么办？该如何治疗？,化验/体检方案,3
我的儿子是有先天性心脏病的，服用芪苈强心胶囊好吗？,适用症,14
心脏血管瘤能治愈吗,治疗方法,8
女朋友的妈妈得了心房颤动，女友说心跳很弱但是心跳的次数很多，女朋友担心她的母亲身体不正常，请问心房颤动每分钟心跳多少次？,临床表现(病症表现),0
孕38周头痛心情烦躁是怎么回事啊？怀孕已经38周了，最近感觉自己心情很烦躁，是不是快要生宝宝了啊？,病因,10
请问感冒耳朵嗡嗡响怎么办？,治疗方法,8
我想请问一下，小便赤黄，喉咙痛嘴里干苦哪里有问题呢,病因,10
脑血管瘤是癌症吗,定义,4
排尿排不净的感觉小腹疼痛,其他,2
开放性颅脑损伤预后好吗？,治疗方法,8
医生你好：我查出浅表性胃炎几年了，最近感觉越来越不舒服，胃痛，胃胀，胃燥热，吐酸，老吐口水，老感觉喉咙有东西，吞不下去吐不出来，做了胃镜，还是胃炎，吃了很多药，没效果。我该怎么办？求助……谢谢！,治疗方法,8
骨折挫伤胶囊对于跌打损伤的效果怎么样呀？,适用症,14
已经五十多天的孩子，好几天没去大便了，老放臭屁,临床表现(病症表现),0
心肌酶各方面都高，用药降不下来怎么回事？,病因,10
多发性神经纤维瘤病怎么回事,定义,4
女，前段时候喉咙异物感，到医院喉镜查是血管瘤。吃药异物感消失，也可能是天生的，医院建议激光治疗，内蒙古婴儿长血管瘤疼吗，我们想先咨询您中药可不可以变小或消失。,方法,6
什么是直肠镜检查？,方法,6
外婆有冠心病，吃芪苈强心胶囊好吗？,适用症,14
宝宝十个多月了，发烧到37度8算是严重吗？村里医生给拿的尼美舒利颗粒可以吗？,其他,2
一岁宝宝吃什么鱼肝油好呢？其他妈妈都给宝宝吃哪个牌子的鱼肝油？,其他,2
偶尔便秘，大便困难，疼痛，微出血，肛门肿痛，是混合痔，三期，能做微创手术吗？多少钱？深圳医保报销多少？,其他,2
大便有粘液，是直肠肛管炎。怎样治疗才有效？,治疗方法,8
硝苯地平缓释片II主要治疗什么病的,适用症,14
怎么让强迫症人配合治疗,方法,6
女性左侧肋骨下骨头疼是怎么回事？现在怀孕24周了，有相同经历的求告知。,病因,10
右眼里面东西都是好的，就是看不见，孩子眼角上长有血管瘤，右眼就看不见，内蒙古婴儿长有血管瘤去医院挂什么科？,所属科室,5
脊椎外伤怎么诊断,临床表现(病症表现),0
阿法骨化醇软胶囊适应于治疗哪种骨软化症？,适用症,14
痔疮怎么治疗？肛门外痔能用痔疾洗液吗？效果及安全性怎么样？,其他,2
糜烂性直肠炎。吃庆大霉素胶囊。诺氟沙星胶囊有好转，怎样治疗？,治疗方法,8
中医怎么治疗肺性脑病,方法,6
甲功五项唯抗甲状线过氧化炀酶抗体i高，357.2问题严重吗,临床表现(病症表现),0
膀胱癌从血尿开始到确定癌，能否做到早期发现,临床表现(病症表现),0
有时候待着待着，心里就特别烦躁，然后脾气就很暴躁，有攻击性,其他,2
子宫强光斑是什么？,定义,4
吃治疗痔疮的药会影响月经吗？会影响怀孕吗？,其他,2
资阳癫痫病医院地址？中症状控制，3个月后，症状复发，又服用妥泰，以后每隔半月仍有发作。癫痫的起因有哪些？为什么会发作？都有哪些症状？,其他,2
你好；请问依替膦酸二钠片的主治症状及成份分别有那些呢？,其他,2
怎么会有这样的现象呢，肾结石这种情况怎么去解决？,治疗方法,8
胸腔镜手术半年后，突然有气胸的感觉，是气胸复发了吗？九个月前第一次气胸。,临床表现(病症表现),0
外痔疮，手术花多少钱？,费用,13
我的血糖是餐后6.6可以和吗？要注意什么呀？有副作用吗？,其他,2
请问医生，高血压者能服用腰痛宁胶囊，效果怎样？,适用症,14
你好，是这样的。最近我老是尿频，可以喝三金片吗？经常尿频尿急尿痛,治疗方法,8
不定时爱发脾气，常有狂燥現象，常有发呆，发脾气会自己打自已头。发脾气会随地而座，经常读书喜欢问也为什以？,临床表现(病症表现),0
右后背脊柱右不舒是什么毛病？CT右肺条索阴影,病因,10
不久前我被查出患有不稳定性心绞痛，我心里很担心，一方面担心病情，另一方面也为治疗费用担心，我的家境太普通了，经不起大病，请问，不稳定性的心绞痛的治疗费用大概是多少？,费用,13
脑发育不全性脑积水有什么饮食禁忌？,病症禁忌,11
生殖器疱疹该怎么治疗，请求指导，费用是多少，生殖器疱疹可以痊愈么，我是刚发现的，现在好害怕,治疗方法,8
内痔疮怎么治疗？需要多少钱？,其他,2
孩子的胸口中间有血管瘤怎么治好，现在孩子才40天大，血管瘤还一直在长大，我们很是着急，40天的内蒙古婴儿胸口有血管瘤怎么办？,治疗方法,8
脑梗嘴唇麻木手指麻木,临床表现(病症表现),0
医生说我得的阵发性心房颤动非常危险，在日常生活中可能突发疾病去世，且比较难以治疗，请问得了阵发性心房颤动应该怎样治疗？,治疗方法,8
请问乳腺导管旺炽性增生和乳腺癌有联系吗,相关病症,12
直肠腺癌能治好吗？手术能活下来吗？,其他,2
长时间流鼻涕，打喷嚏一连好几次。有的时候早上起来鼻腔会很痛，还会有一点点血。是怎么回事,病因,10
医生，请问我尿后余沥该怎么办,治疗方法,8
手术后排便有包是怎么了？严重吗,其他,2
有冠心病，吃了过多呢，那现在可以怎么办呢？,治疗方法,8
做过检查，医生建议装起搏器，稳心颗粒不是针对心脏过快的人服用的吗？,适用症,14
慢性支气管炎的症状有哪些？,临床表现(病症表现),0
收紧肛门时，有点细微的疼痛，像背钝器往里面按。最近吃了些辣椒。,其他,2
骨康胶囊对骨质疏松的效果好吗？,适用症,14
头孢克肟颗粒孕妇（4个月）能用吗？感冒、咳嗽20来天，右胸腔有052cm积液，怀疑为胸膜炎，医生给开的四季抗病毒合剂、头孢克肟颗粒，对胎儿有影响吗？,其他,2
咨询下大夫，我家孩子去年两次高热惊厥，今年好几次无热抽搐，诊断为癫痫，最近又发病。这几天四肢抖动瞬间恢复正常，抖动频繁有时每间隔几秒抖动一次，最频繁抖动十多次，没抽！请问，我家孩子到底是属于哪种病？应该怎么治疗,其他,2
今年发现孩子肚脐下面有血管瘤，在生长，是否需要治疗，挂哪个科的号，内蒙古婴儿肚脐下面血管瘤在哪治好？,其他,2
